source_AGI,target_AGI,type,n_mentions,pubmedID,source_symbol,target_symbol
AT1G32640,AT4G23600,GRN_activates,1,36546827,MYC2,CORI3
AT5G48850,AT4G27170,GRN_represses,1,34618078,SDI1,AT2S4
AT5G48850,AT5G54740,GRN_represses,1,34618078,SDI1,SESA5
AT5G48850,AT4G27150,GRN_represses,1,34618078,SDI1,AT2S2
AT5G48850,AT4G27160,GRN_represses,1,34618078,SDI1,AT2S3
AT5G48850,AT2G22990,GRN_activates,1,34618078,SDI1,SNG1
AT3G56400,AT2G25000,GRN_activates,1,30715439,WRKY70,WRKY60
AT1G17950,AT5G43350,GRN_regulates,1,35639954,MYB52,PHT1-1
AT5G43350,AT5G13080,GRN_regulates,1,35639954,PHT1-1,WRKY75
AT5G43350,AT3G01970,GRN_regulates,1,35639954,PHT1-1,WRKY45
AT5G43350,AT3G59060,GRN_regulates,1,35639954,PHT1-1,PIF5
AT5G43350,AT1G17950,GRN_regulates,1,35639954,PHT1-1,MYB52
AT4G16860,AT4G16890,GRN_regulates,1,33621240,RPP4,SNC1
AT4G08950,AT1G01120,GRN_regulates,1,19216774,EXO,KCS1
AT4G08950,AT3G29030,GRN_regulates,1,19216774,EXO,EXPA5
AT5G05300,AT2G14610,GRN_represses,1,29648636,,PR1
AT1G80840,AT5G42650,GRN_regulates,1,23516362,WRKY40,CYP74A
AT1G80840,AT3G45140,GRN_regulates,1,23516362,WRKY40,LOX2
AT1G80840,AT5G13220,GRN_regulates,1,23516362,WRKY40,JAZ10
AT1G80840,AT4G24470,GRN_regulates,1,23516362,WRKY40,ZIM
AT1G35140,AT5G44420,GRN_activates,1,32385404,EXL1,PDF1.2A
AT1G35140,AT5G42650,GRN_activates,1,32385404,EXL1,CYP74A
AT1G35140,AT3G04720,GRN_activates,1,32385404,EXL1,HEL
AT1G35140,AT2G14610,GRN_activates,1,32385404,EXL1,PR1
AT5G54510,AT5G37020,GRN_regulates,1,28981783,GH3.6,ARF8
AT1G28130,AT5G37020,GRN_regulates,1,28981783,GH3.17,ARF8
AT2G23170,AT5G37020,GRN_regulates,1,28981783,GH3.3,ARF8
AT1G19670,AT2G30950,GRN_represses,1,34946820,CLH1,VAR2
AT3G61910,AT5G44030,GRN_activates,1,25533953,NAC066,CESA4
AT5G22650,AT5G03350,GRN_regulates,1,28683804,HDT2,LLP
AT5G22650,AT2G28180,GRN_regulates,1,28683804,HDT2,CHX8
AT5G17330,AT2G38470,GRN_regulates,1,32458527,GAD1,WRKY33
AT2G46400,AT2G35980,GRN_activates,1,26870073,WRKY46,NHL10
AT2G38470,AT5G36880,GRN_regulates,1,22761583,WRKY33,ACS
AT4G25490,AT1G52830,GRN_activates,1,36161329,DREB1B,IAA6
AT4G25490,AT3G15540,GRN_activates,1,36161329,DREB1B,IAA19
AT4G36990,AT2G14610,GRN_regulates,1,24348271,HSFB1,PR1
AT2G05620,AT3G62410,GRN_activates,1,35946785,PGR5,CP12-2
AT2G42540,AT1G68840,GRN_regulates,1,25465615,COR15A,RAV2
AT2G22770,AT3G16460,GRN_regulates,1,27324189,NAI1,JAL34
AT5G46910,AT1G69120,GRN_activates,1,30899015,,AP1
AT5G46910,AT3G54340,GRN_activates,1,30899015,,AP3
AT5G46910,AT2G45660,GRN_activates,1,30899015,,SOC1
AT5G46910,AT4G08150,GRN_activates,1,30899015,,KNAT1
AT2G46830,AT5G46910,GRN_activates,1,30899015,CCA1,
AT5G57710,AT3G24420,GRN_represses,1,33370251,SMAX1,
AT5G54610,AT2G26650,GRN_regulates,1,36167696,BAD1,AKT1
AT3G24650,AT2G29980,GRN_activates,1,35318532,ABI3,FAD3
AT1G52150,AT5G05690,GRN_activates,1,37011193,ATHB-15,CYP90A1
AT1G27730,AT5G27420,GRN_regulates,1,34618142,ZAT10,ATL31
AT1G27730,AT2G38470,GRN_regulates,1,34618142,ZAT10,WRKY33
AT5G27420,AT2G38470,GRN_regulates,1,34618142,ATL31,WRKY33
AT4G25050,AT3G05020,GRN_regulates,1,37658850,ACP4,ACP1
AT5G26920,AT2G22300,GRN_represses,1,26973658,CBP60G,CAMTA3
AT5G06870,AT3G26830,GRN_regulates,1,29053864,PGIP2,CYP71B15
AT5G06870,AT2G30750,GRN_regulates,1,29053864,PGIP2,CYP71A12
AT5G06870,AT5G57220,GRN_regulates,1,29053864,PGIP2,CYP81F2
AT1G17420,AT3G45140,GRN_activates,1,27135236,LOX3,LOX2
AT1G72520,AT3G45140,GRN_activates,1,27135236,LOX4,LOX2
AT3G56400,AT5G22570,GRN_regulates,1,19772648,WRKY70,WRKY38
AT3G56400,AT2G46400,GRN_regulates,1,19772648,WRKY70,WRKY46
AT5G22570,AT2G46400,GRN_regulates,1,19772648,WRKY38,WRKY46
AT5G22570,AT2G40750,GRN_regulates,1,19772648,WRKY38,WRKY54
AT2G46400,AT2G40750,GRN_regulates,1,19772648,WRKY46,WRKY54
AT1G32640,AT4G39950,GRN_activates,1,34073675,MYC2,CYP79B2
AT1G08465,AT2G45190,GRN_activates,1,23025792,YAB2,YAB1
AT2G45190,AT4G00180,GRN_regulates,1,23025792,YAB1,YAB3
AT1G21250,AT2G05520,GRN_regulates,1,26748394,WAK1,GRP3
AT5G64900,AT5G63580,GRN_activates,1,25188390,PEP1,FLS2
AT5G64900,AT1G09970,GRN_activates,1,25188390,PEP1,LRR XI-23
AT5G24930,AT1G69120,GRN_regulates,1,31191575,COL4,AP1
AT1G34180,AT5G39610,GRN_regulates,1,33802796,anac016,NAC92
AT1G52890,AT2G47190,GRN_activates,1,33802796,NAC019,ATMYB2
AT3G15500,AT2G47190,GRN_activates,1,33802796,NAC055,ATMYB2
AT1G66390,AT1G52890,GRN_regulates,1,33802796,MYB90,NAC019
AT4G09820,AT1G52890,GRN_regulates,1,33802796,TT8,NAC019
AT5G27830,AT1G29920,GRN_represses,1,21253566,,LHCB1.1
AT1G19640,AT1G75380,GRN_represses,1,23393583,JMT,BBD1
AT3G55500,AT2G18300,GRN_regulates,1,29860272,EXPA16,
AT4G30860,AT1G80440,GRN_represses,1,37168319,ASHR3,
AT1G75390,AT3G47340,GRN_activates,1,26452049,BZIP44,ASN1
AT5G22500,AT5G39610,GRN_represses,1,34777451,FAR1,NAC92
AT5G22500,AT4G18170,GRN_represses,1,34777451,FAR1,WRKY28
AT5G57550,AT3G22370,GRN_represses,1,36466234,XTH25,AOX1A
AT3G22370,AT3G05890,GRN_activates,1,36466234,AOX1A,RCI2B
AT3G22370,AT5G28640,GRN_activates,1,36466234,AOX1A,GIF1
AT3G22370,ATMG00070,GRN_represses,1,36466234,AOX1A,NAD9
AT3G22370,AT3G47340,GRN_represses,1,36466234,AOX1A,ASN1
AT3G22370,AT5G20250,GRN_represses,1,36466234,AOX1A,DIN10
AT3G22370,AT2G19800,GRN_represses,1,36466234,AOX1A,MIOX2
AT3G22370,AT3G28270,GRN_activates,1,36466234,AOX1A,
AT3G22370,AT3G30775,GRN_represses,1,36466234,AOX1A,POX1
AT5G42800,AT3G22370,GRN_represses,1,36466234,DFRA,AOX1A
AT4G22880,AT3G22370,GRN_represses,1,36466234,LDOX,AOX1A
AT5G41040,AT3G22370,GRN_activates,1,36466234,HHT1,AOX1A
AT1G04220,AT3G22370,GRN_activates,1,36466234,KCS2,AOX1A
AT1G65060,AT3G22370,GRN_activates,1,36466234,4CL3,AOX1A
AT3G50260,AT3G22370,GRN_represses,1,36466234,ERF011,AOX1A
AT3G47340,AT5G28770,GRN_regulates,1,36466234,ASN1,BZIP63
AT3G30775,AT5G28770,GRN_regulates,1,36466234,POX1,BZIP63
AT5G20250,AT5G28770,GRN_regulates,1,36466234,DIN10,BZIP63
AT5G64900,AT5G09980,GRN_activates,1,30907222,PEP1,PEP4
AT5G64900,AT5G09990,GRN_activates,1,30907222,PEP1,PEP5
AT1G06160,AT5G44420,GRN_activates,1,22563431,ERF094,PDF1.2A
AT2G36270,AT3G23430,GRN_represses,1,34440762,ABI5,PHO1
AT5G24470,AT2G36270,GRN_regulates,1,34440762,APRR5,ABI5
AT3G16770,AT1G44446,GRN_activates,1,25699067,RAP2-3,CAO
AT1G18100,AT5G05690,GRN_represses,1,30061395,MFT,CYP90A1
AT1G18100,AT1G74670,GRN_represses,1,30061395,MFT,GASA6
AT1G18100,AT5G14920,GRN_represses,1,30061395,MFT,GASA14
AT1G18100,AT1G69530,GRN_represses,1,30061395,MFT,ATEXPA1
AT1G69120,AT2G42830,GRN_represses,1,29085379,AP1,SHP2
AT1G07430,AT3G30775,GRN_regulates,1,26161086,AIP1,POX1
AT1G69490,AT5G39610,GRN_activates,1,24659488,NAC029,NAC92
AT1G54580,ATCG00160,GRN_activates,1,30418084,ACP2,RPS2
AT3G48740,AT5G23660,GRN_regulates,1,36911252,SWEET11,SWEET12
AT5G60910,AT4G18170,GRN_activates,1,37570908,AGL8,WRKY28
AT5G60910,AT3G55560,GRN_activates,1,37570908,AGL8,AHL15
AT2G46830,ATCG00160,GRN_regulates,1,23754942,CCA1,RPS2
AT5G06960,AT3G28740,GRN_regulates,1,27073862,TGA5,CYP81D11
AT5G28770,AT5G20250,GRN_regulates,1,26263501,BZIP63,DIN10
AT3G10930,AT2G38470,GRN_represses,1,28586470,,WRKY33
AT3G10930,AT1G80840,GRN_represses,1,28586470,,WRKY40
AT3G10930,AT1G27730,GRN_represses,1,28586470,,ZAT10
AT3G10930,AT3G47340,GRN_activates,1,28586470,,ASN1
AT5G05300,AT5G59820,GRN_represses,1,28586470,,ZAT12
AT5G22570,AT5G05300,GRN_represses,1,35845701,WRKY38,
AT5G01900,AT5G05300,GRN_represses,1,35845701,WRKY62,
AT3G57880,AT4G37930,GRN_regulates,1,37834339,,SHM1
AT4G10270,AT1G19850,GRN_regulates,1,37450945,,ARF5
AT4G33560,AT1G19850,GRN_regulates,1,37450945,,ARF5
AT4G08150,AT1G19850,GRN_regulates,1,37450945,KNAT1,ARF5
AT3G56710,AT2G14610,GRN_activates,1,20040062,SIB1,PR1
AT3G56710,AT3G57260,GRN_activates,1,20040062,SIB1,BGL2
AT3G56710,AT1G33960,GRN_activates,1,20040062,SIB1,AIG1
AT3G56710,AT5G44420,GRN_activates,1,20040062,SIB1,PDF1.2A
AT3G56710,AT2G26020,GRN_activates,1,20040062,SIB1,PDF1.2B
AT3G56710,ATCG00350,GRN_regulates,1,20040062,SIB1,PSAA
AT3G52430,AT1G32640,GRN_represses,1,32925907,PAD4,MYC2
AT1G23200,AT5G63110,GRN_represses,1,25487573,PME6,HDA6
AT2G33380,AT4G34050,GRN_represses,1,33919418,PXG3,CCoAOMT1
AT3G14440,AT4G34050,GRN_represses,1,33919418,NCED3,CCoAOMT1
AT5G42180,AT5G57620,GRN_represses,1,27891649,PER64,MYB36
AT1G44970,AT5G57620,GRN_represses,1,27891649,PER9,MYB36
AT4G17615,AT1G12110,GRN_regulates,1,32526869,CBL1,NPF6.3
AT4G24570,AT2G31980,GRN_activates,1,34498076,PUMP4,CYS2
AT3G14420,AT3G14415,GRN_regulates,1,31878154,GLO1,
AT2G42830,AT5G67110,GRN_regulates,1,25018763,SHP2,ALC
AT5G13180,AT5G39610,GRN_represses,1,37731912,NAC083,NAC92
AT5G13180,AT3G29035,GRN_represses,1,37731912,NAC083,NAC59
AT3G04720,AT3G22231,GRN_regulates,1,32552683,HEL,PCC1
AT3G12500,AT3G22231,GRN_regulates,1,32552683,CHI-B,PCC1
AT1G56650,AT5G17220,GRN_activates,1,32552683,MYB75,GSTF12
AT1G56650,AT4G09820,GRN_activates,1,32552683,MYB75,TT8
AT1G27730,AT1G56650,GRN_regulates,1,32552683,ZAT10,MYB75
AT5G61420,AT3G49580,GRN_regulates,1,19597944,MYB28,LSU1
AT5G44190,AT1G68520,GRN_activates,1,36597356,GLK2,COL6
AT5G44190,AT1G25440,GRN_activates,1,36597356,GLK2,COL16
AT5G44190,AT1G73870,GRN_activates,1,36597356,GLK2,COL7
AT2G20570,AT2G45660,GRN_represses,1,36597356,GPRI1,SOC1
AT1G68520,AT5G44190,GRN_regulates,1,36597356,COL6,GLK2
AT1G25440,AT2G20570,GRN_regulates,1,36597356,COL16,GPRI1
AT1G25440,AT5G44190,GRN_regulates,1,36597356,COL16,GLK2
AT1G73870,AT2G20570,GRN_regulates,1,36597356,COL7,GPRI1
AT2G20570,AT2G33810,GRN_regulates,1,36597356,GPRI1,SPL3
AT2G20570,AT1G53160,GRN_regulates,1,36597356,GPRI1,SPL4
AT2G20570,AT2G42200,GRN_regulates,1,36597356,GPRI1,SPL9
AT2G20570,AT1G44446,GRN_regulates,1,36597356,GPRI1,CAO
AT2G20570,AT3G59400,GRN_regulates,1,36597356,GPRI1,GUN4
AT2G20570,AT1G68190,GRN_regulates,1,36597356,GPRI1,
AT2G36270,AT5G61420,GRN_regulates,1,33419060,ABI5,MYB28
AT2G36270,AT5G07690,GRN_regulates,1,33419060,ABI5,MYB29
AT2G36270,AT4G29080,GRN_regulates,1,33419060,ABI5,IAA27
AT5G62470,AT4G30850,GRN_activates,1,30563125,MYB96,HHP2
AT4G39850,AT2G46830,GRN_regulates,1,25264899,PXA1,CCA1
AT1G72910,AT3G52430,GRN_activates,1,33121126,,PAD4
AT1G19020,AT1G27730,GRN_activates,1,24251108,,ZAT10
AT1G35140,AT5G59820,GRN_activates,1,24251108,EXL1,ZAT12
AT5G07200,AT5G51810,GRN_activates,1,29264708,GA20OX3,GA20OX2
AT2G26190,AT1G21970,GRN_represses,1,29951071,IQM4,NFYB9
AT2G26190,AT3G24650,GRN_represses,1,29951071,IQM4,ABI3
AT1G80840,AT2G47190,GRN_represses,1,29951071,WRKY40,ATMYB2
AT1G80840,AT5G66400,GRN_represses,1,29951071,WRKY40,RAB18
AT1G62710,AT5G07280,GRN_represses,1,31858133,bVPE,EMS1
AT2G28900,AT3G24650,GRN_regulates,1,22155670,OEP161,ABI3
AT2G28900,AT2G36270,GRN_regulates,1,22155670,OEP161,ABI5
AT5G16570,AT5G04140,GRN_represses,1,20307264,GLN1-4,GLU1
AT2G15620,AT5G04140,GRN_activates,1,20307264,NIR1,GLU1
AT3G47340,AT5G04140,GRN_represses,1,20307264,ASN1,GLU1
AT5G65010,AT5G04140,GRN_represses,1,20307264,ASN2,GLU1
AT5G04140,AT1G32450,GRN_activates,1,20307264,GLU1,NPF7.3
AT5G04140,AT5G40890,GRN_represses,1,20307264,GLU1,CLC-A
AT5G04140,AT3G26520,GRN_represses,1,20307264,GLU1,TIP1-2
AT5G04140,AT4G26530,GRN_represses,1,20307264,GLU1,FBA5
AT5G04140,AT4G37930,GRN_represses,1,20307264,GLU1,SHM1
AT5G59820,AT5G04140,GRN_activates,1,20307264,ZAT12,GLU1
AT2G46830,AT5G04140,GRN_represses,1,20307264,CCA1,GLU1
AT3G10340,AT5G04140,GRN_represses,1,20307264,PAL4,GLU1
AT4G39510,AT5G04140,GRN_activates,1,20307264,CYP96A12,GLU1
AT4G13770,AT5G04140,GRN_activates,1,20307264,CYP83A1,GLU1
AT3G28740,AT5G04140,GRN_activates,1,20307264,CYP81D11,GLU1
AT4G37370,AT5G04140,GRN_activates,1,20307264,CYP81D8,GLU1
AT4G15550,AT5G04140,GRN_activates,1,20307264,UGT75D1,GLU1
AT1G05680,AT5G04140,GRN_activates,1,20307264,UGT74E2,GLU1
AT1G17170,AT5G04140,GRN_activates,1,20307264,GSTU24,GLU1
ATCG00350,AT1G09340,GRN_represses,1,25161659,PSAA,CRB
ATCG00020,AT1G09340,GRN_represses,1,25161659,PSBA,CRB
ATCG00270,AT1G09340,GRN_represses,1,25161659,PSBD,CRB
AT1G44350,AT2G14610,GRN_regulates,1,34276735,ILL6,PR1
AT1G44350,AT3G57260,GRN_regulates,1,34276735,ILL6,BGL2
AT5G67070,AT2G20700,GRN_activates,1,31564495,RALFL34,LLG2
AT1G01620,AT5G60660,GRN_activates,1,36471241,PIP1-3,PIP2-4
AT2G37180,AT1G01620,GRN_activates,1,36471241,PIP2-3,PIP1-3
AT2G37180,AT5G60660,GRN_activates,1,36471241,PIP2-3,PIP2-4
AT2G39010,AT2G16850,GRN_activates,1,36471241,PIP2-6,PIP2-8
AT1G12110,AT5G35630,GRN_represses,1,34400629,NPF6.3,GLN2
AT2G37040,AT1G27730,GRN_regulates,1,27439459,PAL1,ZAT10
AT5G13930,AT1G27730,GRN_regulates,1,27439459,CHS,ZAT10
AT5G22880,AT1G49430,GRN_regulates,1,36901718,H2B,LACS2
AT5G22880,AT1G02205,GRN_regulates,1,36901718,H2B,CER1
AT4G25470,AT4G27440,GRN_activates,1,31783407,DREB1C,PORB
AT1G32770,AT2G40320,GRN_activates,1,26745802,NAC012,TBL33
AT1G66350,AT5G14920,GRN_represses,1,33669030,RGL1,GASA14
AT5G39610,AT5G13170,GRN_regulates,1,35604104,NAC92,SWEET15
AT5G39610,AT3G01970,GRN_regulates,1,35604104,NAC92,WRKY45
AT1G32770,AT1G09540,GRN_regulates,1,34162988,NAC012,MYB61
AT1G32770,AT5G26660,GRN_regulates,1,34162988,NAC012,MYB86
AT2G47770,AT4G12420,GRN_activates,1,32194611,TSPO,SKU5
AT4G20860,AT2G14610,GRN_activates,1,29930298,FAD-OXR,PR1
AT3G02730,AT3G23920,GRN_activates,1,26367870,TRXF1,BAM1
AT2G45660,AT5G44580,GRN_activates,1,36559666,SOC1,
AT5G44580,AT2G45660,GRN_represses,1,36559666,,SOC1
AT2G47400,AT1G32060,GRN_activates,1,32545358,CP12-1,PRK
AT3G62030,AT1G55920,GRN_activates,1,25653656,ROC4,SAT1
AT3G63010,AT5G54070,GRN_activates,1,28628628,GID1B,HSFA9
AT3G63010,AT3G22490,GRN_activates,1,28628628,GID1B,RAB28
AT3G63010,AT2G16060,GRN_represses,1,28628628,GID1B,AHB1
AT3G63010,AT2G40880,GRN_represses,1,28628628,GID1B,CYS3
AT4G09610,AT3G63010,GRN_regulates,1,28628628,GASA2,GID1B
AT5G44610,AT3G57260,GRN_regulates,1,29868051,PCAP2,BGL2
AT5G44610,AT1G75040,GRN_regulates,1,29868051,PCAP2,PR5
AT1G12110,AT1G32450,GRN_regulates,1,30972097,NPF6.3,NPF7.3
AT1G12110,AT4G21680,GRN_regulates,1,30972097,NPF6.3,NPF7.2
AT4G29080,AT4G09820,GRN_represses,1,36693864,IAA27,TT8
AT3G23130,AT3G54340,GRN_regulates,1,33009513,SUP,AP3
AT1G24260,AT2G45660,GRN_represses,1,36909380,SEP3,SOC1
AT2G05520,AT5G06150,GRN_activates,1,26939065,GRP3,CYCB1-2
AT3G47950,AT1G44446,GRN_activates,1,18596930,AHA4,CAO
AT4G36990,AT4G16890,GRN_regulates,1,28514448,HSFB1,SNC1
AT1G68050,AT5G17230,GRN_regulates,1,33572254,ADO3,PSY
AT4G10310,AT2G26650,GRN_regulates,1,30832374,HKT1,AKT1
AT4G34120,AT3G55800,GRN_activates,1,38028645,CBSX2,SBPASE
AT2G38170,AT3G51860,GRN_activates,1,28645169,CAX1,CAX3
AT1G70940,AT3G54610,GRN_represses,1,36559684,PIN3,HAG1
AT2G01420,AT3G54610,GRN_represses,1,36559684,PIN4,HAG1
AT1G04240,AT3G54610,GRN_represses,1,36559684,SHY2,HAG1
AT3G54610,AT1G70940,GRN_activates,1,36559684,HAG1,PIN3
AT3G54610,AT2G01420,GRN_activates,1,36559684,HAG1,PIN4
AT5G24860,AT2G45660,GRN_activates,1,24626476,FPF1,SOC1
AT5G50670,AT1G69120,GRN_activates,1,31905863,SPL13A,AP1
AT5G50670,AT5G60910,GRN_activates,1,31905863,SPL13A,AGL8
AT1G27360,AT2G45660,GRN_regulates,1,31905863,SPL11,SOC1
AT5G50670,AT2G45660,GRN_regulates,1,31905863,SPL13A,SOC1
AT2G46830,AT1G75060,GRN_represses,1,30833956,CCA1,
AT2G14610,AT2G13810,GRN_represses,1,27493611,PR1,ALD1
AT4G35350,AT2G14610,GRN_regulates,1,37542077,XCP1,PR1
AT5G48850,AT5G60890,GRN_regulates,1,27730214,SDI1,MYB34
AT5G48850,AT4G31500,GRN_regulates,1,27730214,SDI1,CYP83B1
AT5G48850,AT3G19710,GRN_regulates,1,27730214,SDI1,BCAT4
AT5G48850,AT1G16410,GRN_regulates,1,27730214,SDI1,CYP79F1
AT5G48850,AT1G16400,GRN_regulates,1,27730214,SDI1,CYP79F2
AT5G48850,AT5G23010,GRN_regulates,1,27730214,SDI1,MAM1
AT5G48850,AT5G23020,GRN_regulates,1,27730214,SDI1,MAM3
AT5G07690,AT5G48850,GRN_activates,1,27730214,MYB29,SDI1
AT5G48850,AT4G39940,GRN_regulates,1,27730214,SDI1,APK2
AT3G47500,AT5G16570,GRN_represses,1,33329669,CDF3,GLN1-4
AT3G44300,AT4G31500,GRN_represses,1,28174581,NIT2,CYP83B1
AT2G46830,AT3G47340,GRN_regulates,1,20025756,CCA1,ASN1
AT3G45140,AT5G67030,GRN_represses,1,29403525,LOX2,ZEP
AT4G32460,AT4G10050,GRN_activates,1,36432778,,
AT1G56650,AT5G08640,GRN_activates,1,28959020,MYB75,FLS1
AT1G14320,AT1G49230,GRN_regulates,1,35216388,RPL10A,ATL78
AT5G13080,AT2G38940,GRN_regulates,1,35216388,WRKY75,PHT1-4
AT3G01970,AT2G38940,GRN_regulates,1,35216388,WRKY45,PHT1-4
AT5G60890,AT4G39950,GRN_regulates,1,36833404,MYB34,CYP79B2
AT1G77120,AT5G45900,GRN_activates,1,26566261,ADH1,ATG7
AT4G33070,AT5G45900,GRN_activates,1,26566261,PDC1,ATG7
AT3G02550,AT5G45900,GRN_activates,1,26566261,LBD41,ATG7
AT5G39890,AT5G45900,GRN_activates,1,26566261,PCO2,ATG7
AT5G62240,AT4G32830,GRN_activates,1,32235723,,AUR1
AT1G65970,AT4G37390,GRN_activates,1,32235723,PRXIIC,YDK1
AT3G47470,AT4G02770,GRN_represses,1,17968587,LHCA4,PSAD1
AT5G20150,AT2G02990,GRN_regulates,1,26557133,SPX1,RNS1
AT5G20150,AT4G29080,GRN_regulates,1,26557133,SPX1,IAA27
AT5G20150,AT3G09922,GRN_regulates,1,26557133,SPX1,IPS1
AT5G20150,AT5G03545,GRN_regulates,1,26557133,SPX1,AT4
AT2G45130,AT2G38940,GRN_regulates,1,26557133,SPX3,PHT1-4
AT2G46830,AT4G14400,GRN_represses,1,25566276,CCA1,ACD6
AT2G42200,AT5G39860,GRN_activates,1,34638756,SPL9,PRE1
AT2G42200,AT1G26945,GRN_activates,1,34638756,SPL9,PRE6
AT3G24650,AT5G66400,GRN_activates,1,18278579,ABI3,RAB18
AT2G36270,AT2G25000,GRN_regulates,1,23095997,ABI5,WRKY60
AT5G24470,AT5G37260,GRN_regulates,1,34164694,APRR5,RVE2
AT1G47128,AT1G47710,GRN_regulates,1,22947050,RD21A,
AT2G46770,AT3G61910,GRN_activates,1,22133261,NAC043,NAC066
AT2G46770,AT1G28470,GRN_activates,1,22133261,NAC043,NAC010
AT2G46770,AT4G28500,GRN_regulates,1,22133261,NAC043,NAC073
AT1G28470,AT4G18780,GRN_activates,1,22133261,NAC010,CESA8
AT4G28500,AT2G03090,GRN_activates,1,22133261,NAC073,EXPA15
AT4G28500,AT5G17420,GRN_regulates,1,22133261,NAC073,CESA7
AT4G28500,AT5G15630,GRN_regulates,1,22133261,NAC073,COBL4
AT4G28500,AT5G01360,GRN_regulates,1,22133261,NAC073,TBL3
AT4G28500,AT1G19300,GRN_regulates,1,22133261,NAC073,GATL1
AT4G28500,AT5G54690,GRN_regulates,1,22133261,NAC073,GAUT12
AT4G28500,AT1G27440,GRN_regulates,1,22133261,NAC073,IRX10
AT4G28500,AT3G50220,GRN_regulates,1,22133261,NAC073,IRX15
AT4G28500,AT3G18660,GRN_regulates,1,22133261,NAC073,GUX1
AT4G28500,AT2G37090,GRN_regulates,1,22133261,NAC073,IRX9
AT4G28500,AT1G51680,GRN_regulates,1,22133261,NAC073,4CL1
AT4G28500,AT2G38080,GRN_regulates,1,22133261,NAC073,IRX12
AT4G28500,AT1G52890,GRN_regulates,1,22133261,NAC073,NAC019
AT4G28500,AT4G17245,GRN_regulates,1,22133261,NAC073,
AT4G28500,AT1G72220,GRN_regulates,1,22133261,NAC073,ATL54
AT4G28500,AT5G13330,GRN_regulates,1,22133261,NAC073,ERF113
AT4G28500,AT5G03170,GRN_regulates,1,22133261,NAC073,FLA11
AT4G28500,AT3G16920,GRN_regulates,1,22133261,NAC073,CTL2
AT4G28500,AT3G15050,GRN_regulates,1,22133261,NAC073,IQD10
AT4G28500,AT1G09440,GRN_regulates,1,22133261,NAC073,
AT4G28500,AT5G03760,GRN_activates,1,22133261,NAC073,CSLA9
AT4G09960,AT4G09820,GRN_regulates,1,25521508,STK,TT8
AT2G20570,AT5G19940,GRN_represses,1,33557197,GPRI1,PAP8
AT5G44190,AT2G20570,GRN_regulates,1,33557197,GLK2,GPRI1
AT5G39610,AT5G50260,GRN_regulates,1,29808023,NAC92,CEP1
AT5G39610,AT1G26820,GRN_activates,1,29808023,NAC92,RNS3
AT5G22500,AT4G24740,GRN_regulates,1,29930561,FAR1,AFC2
AT5G22500,AT1G03310,GRN_activates,1,29930561,FAR1,ISA2
AT2G36270,AT5G22500,GRN_activates,1,29930561,ABI5,FAR1
AT5G22500,AT3G52430,GRN_represses,1,25989254,FAR1,PAD4
AT5G22500,AT1G72930,GRN_activates,1,25989254,FAR1,TIR
AT4G04640,ATCG00080,GRN_represses,1,37298153,ATPC1,PSBI
AT4G04640,ATCG00740,GRN_represses,1,37298153,ATPC1,RPOA
AT4G04640,ATCG01120,GRN_represses,1,37298153,ATPC1,RPS15
AT4G04640,AT4G02770,GRN_represses,1,37298153,ATPC1,PSAD1
AT4G04640,AT1G03130,GRN_represses,1,37298153,ATPC1,PSAD2
AT4G04640,AT1G08380,GRN_represses,1,37298153,ATPC1,PSAO
AT4G04640,AT1G44575,GRN_represses,1,37298153,ATPC1,PSBS
AT4G04640,AT3G54890,GRN_represses,1,37298153,ATPC1,LHCA1
AT4G04640,AT1G61520,GRN_represses,1,37298153,ATPC1,LHCA3
AT4G04640,AT3G47470,GRN_represses,1,37298153,ATPC1,LHCA4
AT4G04640,AT1G29920,GRN_represses,1,37298153,ATPC1,LHCB1.1
AT4G04640,AT1G29910,GRN_represses,1,37298153,ATPC1,LHCB1.1
AT4G04640,AT5G54270,GRN_represses,1,37298153,ATPC1,LHCB3
AT4G04640,AT5G01530,GRN_represses,1,37298153,ATPC1,LHCB4.1
AT4G04640,ATCG00120,GRN_represses,1,37298153,ATPC1,ATPA
AT4G04640,ATCG00480,GRN_represses,1,37298153,ATPC1,ATPB
AT4G04640,ATCG00470,GRN_represses,1,37298153,ATPC1,ATPE
AT4G04640,ATCG00130,GRN_represses,1,37298153,ATPC1,ATPF
AT4G04640,ATCG00140,GRN_represses,1,37298153,ATPC1,ATPH
AT4G04640,ATCG00150,GRN_represses,1,37298153,ATPC1,ATPI
AT4G04640,AT3G05020,GRN_represses,1,37298153,ATPC1,ACP1
AT4G38770,AT5G50260,GRN_activates,1,30576358,PRP4,CEP1
AT3G25050,AT5G50260,GRN_activates,1,30576358,XTH3,CEP1
AT4G33220,AT5G50260,GRN_activates,1,30576358,PME44,CEP1
AT1G30330,AT4G37800,GRN_regulates,1,29897568,ARF6,XTH7
AT1G73830,AT1G30330,GRN_regulates,1,29897568,BEE3,ARF6
AT3G59060,AT5G13630,GRN_regulates,1,28861105,PIF5,CHLH
AT5G24800,AT5G52310,GRN_activates,1,37147307,BZIP9,RD29A
AT5G25610,AT5G62470,GRN_regulates,1,27615387,RD22,MYB96
AT2G36270,AT1G23310,GRN_regulates,1,32206789,ABI5,GGAT1
AT2G36270,AT4G33010,GRN_regulates,1,32206789,ABI5,GLDP1
